# this file should contain results information.  The first column should contain something that can be used to link the results to the assays file e.g. Experimental Condition [targeted protein]		
Experiment	Directory and filename	Descriptor
Exp2_rep1_15min_im7.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im7_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im7.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im7_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im8.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im8_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_15min_im9.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_15min_im9_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im1_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im2_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im3_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im4_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im5.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im5_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_1min_im6.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_1min_im6_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im1.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im1_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep2_20min_im2.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im2.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im2_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CY53D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CY53Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CY5max.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_CY5maxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_TMR3D3immax.tiff	Maximum intensity of the filtered RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_TMR3Dfilter.tiff	Gaussian smoothed and Laplacian of a gaussian filtered RNA FISH image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_TMRmax.tif	Maximum intensity of the raw RNA-FISH image for all detected RNA spots in the image stack
Exp2_rep1_20min_im3.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im3_TMRmaxF.tif	Maximum intensity of the filtered RNA-FISH image for all RNA spots in the image stack
Exp2_rep1_20min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im4.mat	Matlab files containing all the SD_mRNA data
Exp2_rep1_20min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im4_CELLmaxRNAcy5_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
Exp2_rep1_20min_im4.tif	Exp2_rep1/#2_Analyzed_images/SD_mRNA_Exp2_rep1_20min_im4_CELLmaxRNAtmr_mid.csv	Column 1: Total number of RNA in the cell; Column 2: Total number of RNA in the cytoplasm; Column 3: Total number of RNA in the nucleus
